page,model,provider,json_mode_used,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,latency_s,attempts,page_number,is_toc,content_chars,parse_error,error
IMG_0104_2R.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1956,99,0,0.00183825,3.1,1,,False,43,,
IMG_0105_2R.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,617,0,0.00380625,3.95,1,,False,1959,,
IMG_0106_1L.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,837,0,0.00463125,5.03,1,2,False,3398,,
IMG_0106_2R.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,889,0,0.00482625,5.22,1,3,False,3483,,
IMG_0107_1L.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,905,0,0.00488625,5.36,1,4,False,3499,,
IMG_0107_2R.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,891,0,0.00483375,4.19,1,5,False,3557,,
IMG_0108_1L.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,856,0,0.0047025,5.0,1,6,False,3308,,
IMG_0108_2R.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,687,0,0.00406875,5.05,1,,False,2632,,
IMG_0109_1L.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,709,0,0.00415125,4.43,1,8,False,2690,,
IMG_0109_2R.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,803,0,0.00450375,4.58,1,9,False,3533,,
IMG_0110_1L.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,848,0,0.0046725,4.87,1,10,False,3467,,
IMG_0110_2R.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,907,0,0.00489375,4.86,1,11,False,3399,,
IMG_0111_1L.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,851,0,0.00468375,4.77,1,12,False,3506,,
IMG_0111_2R.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,812,0,0.0045375,4.75,1,13,False,3426,,
IMG_0112_1L.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,907,0,0.00489375,6.06,1,,False,3421,,
IMG_0112_2R.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,1201,0,0.00599625,5.45,1,15,False,3344,,
IMG_0113_1L.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,902,0,0.004875,5.04,1,16,False,3497,,
IMG_0113_2R.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,970,0,0.00513,5.29,1,17,False,3564,,
IMG_0114_1L.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,1036,0,0.0053775,4.89,1,18,False,3328,,
IMG_0114_2R.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,1461,0,0.00697125,5.46,1,19,False,4230,,
IMG_0115_1L.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,656,0,0.0039525,20.82,3,,False,2525,,
IMG_0115_2R.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,1054,0,0.005445,20.73,3,21,False,4360,,
IMG_0116_1L.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,1401,0,0.00674625,22.05,3,22,False,5380,,
IMG_0116_2R.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,1196,0,0.0059775,21.34,3,23,False,4956,,
IMG_0117_1L.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,1216,0,0.0060525,5.66,1,24,False,5439,,
IMG_0117_2R.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,844,0,0.0046575,4.93,1,25,False,3194,,
IMG_0118_1L.jpg,gemini-38-flash,Google AI Studio,json_schema,stop,1990,735,0,0.00424875,4.66,1,26,False,2766,,
